mnc,year,sector,upe_code,upe_name,jur_code,jur_name,total_revenues,profit_before_tax,tax_paid,employees,tangible_assets,tax_accrued,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings
BT GROUP,2018,Communications,GBR,United Kingdom,USA,United States of America,1107976948.031271,57410474.2553943,5876662.719056109,1503,46674263.51865718,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,ITA,Italy,676155250.9252443,48369454.68761567,35599014.54812835,964,196529162.85458797,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,IRL,Ireland,418599205.98815054,46787276.26325441,0,656,64530277.16501997,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,DEU,Germany,404924663.8918854,24975816.555988465,7006790.165028438,713,68937774.20431206,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,FRA,France,365596228.7720483,11640312.693514986,3277369.593319753,1040,22150497.941057645,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,IND,India,336777978.899754,48256441.94301844,12544414.65029285,10348,13561529.351667944,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,ESP,Spain,326380806.39680856,11979350.927306684,3390382.337916986,1095,48143429.1984212,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,CHE,Switzerland,305134410.41252875,14239605.819251342,4972560.762278247,142,4181471.550097616,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,SGP,Singapore,181724493.31235045,1582178.42436126,1356152.9351667946,260,5311598.996069945,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,NLD,Netherlands,174604690.4027248,313158315.2789323,3503395.082514219,345,47126314.497046106,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,BEL,Belgium,173813601.19054416,4859548.017681014,339038.23379169864,274,10736210.736737125,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,HKG,Hong Kong,154714447.3536118,2712305.870333589,2147242.1473474246,144,5311598.996069945,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,AUS,Australia,147255606.21019444,5989675.463653342,2373267.6365418904,221,5311598.996069945,NA,NA,NA,NA,NA
BT GROUP,2018,Communications,GBR,United Kingdom,BRA,Brazil,120245560.25145578,7119802.909625671,1695191.168958493,660,18760115.60314066,NA,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,ARG,Argentina,2235117536.8637896,190788451.71601164,33623436.17418385,3805,NA,33841898.87321276,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,AUT,Austria,1615591191.013855,531555874.5699372,7857.493867886917,7997,NA,7857.493867886917,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,BLR,Belarus,213483804.98334587,47775640.945255,10054298.231335388,2412,NA,10054298.231335388,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,BRA,Brazil,8583561896.110621,766563929.8312423,26435722.700688895,36290,NA,26435722.700688895,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,BGR,Bulgaria,248884160.39951032,21664550.538061257,9338.45613798894,3620,NA,9338.45613798894,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,CHL,Chile,1656638030.8164551,115012105.1221551,10643379.058123903,3486,NA,10643379.058123903,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,COL,Colombia,3539104232.85292,585452978.6570003,65520216.64195942,9534,NA,65520216.64195942,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,CRI,Costa Rica,224411382.40399784,-38873091.57685893,NA,769,NA,NA,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,HRV,Croatia,223508332.42550084,19361672.582619738,4426358.191169906,1908,NA,4553177.736657913,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,DOM,Dominican Republic,901058294.437616,291377785.9165594,74033818.8342839,8321,NA,74033818.8342839,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,ECU,Ecuador,1169523637.0514977,193652051.2098996,70950424.16044745,3116,NA,70950424.16044745,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,SLV,El Salvador,418929438.2842486,88926511.9788719,27073852.90320633,2093,NA,27073852.90320633,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,GTM,Guatemala,986297474.4751364,140408871.4258093,42867532.55312298,3979,NA,42867532.55312298,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,HND,Honduras,239357362.44285715,-28721520.70717963,2516612.8690688265,1014,NA,2516612.8690688265,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,MKD,North Macedonia,63501586.46549543,6219622.353015831,854123.1926830909,768,NA,854123.1926830909,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,MEX,Mexico,30855454796.983112,10557069061.210762,1442692141.1982155,89539,NA,1442692141.1982155,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,NIC,Nicaragua,188560429.65902245,49439979.07525335,24477484.29751868,1969,NA,24477484.29751868,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,PAN,Panama,174144050.16354835,-38385979.250325575,NA,548,NA,NA,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,PRY,Paraguay,175553545.06521848,-14056884.152081834,2710.0166489741728,466,NA,2710.0166489741728,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,PER,Peru,2370655915.2347975,35156236.90298291,19360740.815744843,4093,NA,19360740.815744843,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,PRI,Puerto Rico,897513778.4944482,-240518371.62362373,NA,3030,NA,NA,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,SRB,Serbia,146106957.7215905,13199174.902781742,NA,1127,NA,NA,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,SVN,Slovenia,107769234.58537872,38796435.57403376,250830.00942599287,513,NA,250830.00942599287,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,USA,United States of America,7697476847.620662,129216727.05798692,73892970.58519772,859,NA,73892970.58519772,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,URY,Uruguay,90635631.6665812,-7205815.530942338,NA,268,NA,NA,NA,NA,NA,NA
AMERICA MOVIL,2019,Communications,MEX,Mexico,other,NA,1114193477.1348658,817445219.8815491,117159752.08969216,0,NA,117159814.68386148,NA,NA,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,ITA,Italy,NA,45000000,6000000,3057,174000000,10000000,852000000,121000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,HRV,Croatia,NA,NA,NA,9,NA,NA,3000000,NA,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,FRA,France,NA,1000000,1000000,41,NA,4000000,NA,6000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,DEU,Germany,NA,1000000,NA,31,NA,NA,NA,4000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,GRC,Greece,NA,1000000,NA,19,1000000,NA,28000000,NA,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,NLD,Netherlands,NA,16000000,NA,20,NA,NA,NA,4000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,ESP,Spain,NA,-4000000,NA,32,NA,NA,NA,4000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,GBR,United Kingdom,NA,NA,NA,19,NA,NA,NA,2000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,USA,United States of America,NA,-16000000,NA,103,1000000,NA,58000000,2000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,IND,India,NA,10000000,3000000,1550,67000000,NA,245000000,27000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,VNM,Viet Nam,NA,39000000,5000000,854,25000000,7000000,162000000,131000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,IDN,Indonesia,NA,2000000,NA,31,NA,1000000,34000000,NA,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,SGP,Singapore,NA,1000000,NA,16,NA,NA,NA,3000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,JPN,Japan,NA,NA,NA,10,NA,NA,8000000,NA,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,CHN,China,NA,5000000,1000000,64,NA,1000000,48000000,3000000,NA,NA
PIAGGIO,2020,Transport Manufacturing,ITA,Italy,BRA,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST. JAMES'S PLACE,2019,"Public Administration, Education, Health Social Services",GBR,United Kingdom,GBR,United Kingdom,14458232877.38661,630344106.6452663,115167790.83062932,2372,184838602.9073764,257018020.328949,12975761146.11036,1482471731.2762494,1562519047.2793205,579259779.6233634
ST. JAMES'S PLACE,2019,"Public Administration, Education, Health Social Services",GBR,United Kingdom,IRL,Ireland,1254302672.4127946,20524952.821300276,2052495.2821300277,15,342082.54702167126,2394577.829151699,1242329783.2670362,11972889.145758497,18586485.054844137,99774076.21465412
ST. JAMES'S PLACE,2019,"Public Administration, Education, Health Social Services",GBR,United Kingdom,HKG,Hong Kong,22691475.619104195,-13797329.39654074,0,64,570137.5783694522,0,19384677.664561372,3420825.470216713,74802050.28207211,-49944051.865164
ST. JAMES'S PLACE,2019,"Public Administration, Education, Health Social Services",GBR,United Kingdom,SGP,Singapore,155077421.31649098,-32041731.904363208,0,155,2736660.37617337,0,153481036.0970565,1596385.219434466,147323550.25066644,-126114432.3353228
ST. JAMES'S PLACE,2019,"Public Administration, Education, Health Social Services",GBR,United Kingdom,CHN,China,3306797.954542822,114027.51567389042,0,41,228055.03134778084,0,0,3306797.954542822,114027.51567389042,570137.5783694522
PRISA,2020,Printing & Publishing,ESP,Spain,BRA,Brazil,NA,24749000,3487000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,CHL,Chile,NA,-12462000,2614000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,COL,Colombia,NA,-99000,1984000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,MEX,Mexico,NA,-48000,1759000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,GTM,Guatemala,NA,5362000,1866000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,DOM,Dominican Republic,NA,-364000,2168000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,ECU,Ecuador,NA,-5438000,978000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,BOL,Bolivia,NA,1842000,677000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,PER,Peru,NA,-1724000,873000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,PRT,Portugal,NA,2398000,89000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,ARG,Argentina,NA,-1702000,149000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,ESP,Spain,NA,-184299000,267000,NA,NA,NA,NA,NA,NA,NA
PRISA,2020,Printing & Publishing,ESP,Spain,other,NA,NA,5396000,938000,NA,NA,NA,NA,NA,NA,NA
ENAV,2019,"Transport, Freight & Storage",ITA,Italy,ITA,Italy,NA,175885214,35159491,4193,1804797653,47754169,908920254,647972,NA,NA
ENAV,2019,"Transport, Freight & Storage",ITA,Italy,MYS,Malaysia,NA,1205386,332949,2,1054258,299215,2992354,0,NA,NA
ENAV,2019,"Transport, Freight & Storage",ITA,Italy,USA,United States of America,NA,-80316,0,0,54976379,-31247,0,0,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,ZAF,South Africa,NA,94266099.86269803,34798900.25289642,7173,1400312324.9792168,24153184.057109028,1356527524.4965427,123169791.6845939,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,BWA,Botswana,NA,8528019.96329205,1831521.0659419168,292,26557055.456157792,915760.5329709584,85967020.03264871,-26328115.322915055,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,"NAM",Namibia,NA,13679172.961253691,2690046.5656021903,243,56433742.84433531,3720277.1651945184,81330982.33448324,50309594.28009202,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,AGO,Angola,NA,-1316405.7661457527,1888756.0992526016,260,43155215.116256416,1717050.9993205469,29762217.321556147,-12591707.328350678,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,ZMB,Zambia,NA,7097144.130524928,1545345.8993884923,150,39492172.98437258,2117696.2324953414,55231807.14481093,-31193093.15432327,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,MWI,Malawi,NA,-801290.4663495886,0,30,3891982.265126573,-171705.0999320547,3147926.8320876695,-1430875.8327671224,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,MOZ,Mozambique,NA,15625164.093816975,2747281.598912875,320,64675587.641073935,4864977.831408217,74176603.17064764,-27530051.022439435,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,GHA,Ghana,NA,114470.0666213698,57235.0333106849,5,3090691.7987769847,NA,1945991.1325632865,NA,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,LSO,Lesotho,NA,801290.4663495886,114470.0666213698,59,4807742.798097531,228940.1332427396,16140279.39361314,171705.0999320547,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,SWZ,Eswatini,NA,-57235.0333106849,57235.0333106849,7,801290.4663495886,0,1373640.7994564376,0,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,TZA,Tanzania,NA,0,-0,NA,1030230.5995923282,NA,NA,NA,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,ZWE,Zimbabwe,NA,457880.2664854792,57235.0333106849,3,2461106.4323594505,114470.0666213698,9787190.69612712,NA,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,GBR,United Kingdom,NA,13850878.061185746,4464332.598233422,14,66850518.90687996,6066913.5309326,77439000.06935667,-286175.1665534245,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,IMN,Isle of Man,NA,-171705.0999320547,NA,NA,114470.0666213698,NA,NA,2003226.1658739715,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,RUS,Russia,NA,35943600.91911012,13278527.728078896,1099,260247696.46368423,12648942.361661363,440824226.5588951,19402676.29232218,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,MNG,Mongolia,NA,10474011.095855337,3319631.932019724,571,90660292.76412489,3033456.7654663,134960208.54659498,NA,NA,NA
BARLOWORLD,2021,Wholesale,ZAF,South Africa,AUS,Australia,NA,629585.3664175338,114470.0666213698,3,4407097.564922737,0,9615485.596195064,NA,NA,NA
HEIMSTADEN,2020,Property Services,SWE,Sweden,SWE,Sweden,NA,-7343122.45104016,10680905.383331142,393,2163646261.937651,3242417.705654097,244802536.7768843,134464969.55800813,NA,NA
HEIMSTADEN,2020,Property Services,SWE,Sweden,NOR,Norway,NA,27465185.271422938,5721913.598213112,133,534331364.84646773,5340452.691665571,67518580.45891471,10490174.930057373,NA,NA
HEIMSTADEN,2020,Property Services,SWE,Sweden,DNK,Denmark,NA,164886476.8551745,12683575.142705731,126,3453651682.6547976,9727253.11696229,145527335.8478868,-13160401.275890157,NA,NA
HEIMSTADEN,2020,Property Services,SWE,Sweden,NLD,Netherlands,NA,124642351.21440896,7629218.130950816,23,2229448268.317102,9631887.890325405,98130818.20935486,13637227.409074582,NA,NA
HEIMSTADEN,2020,Property Services,SWE,Sweden,DEU,Germany,NA,0,-95365.2266368852,117,95365.2266368852,0,953652.266368852,0,NA,NA
HEIMSTADEN,2020,Property Services,SWE,Sweden,CZE,Czechia,NA,96795705.03643848,3051687.2523803264,580,1322143502.0937762,10585540.156694256,139710057.0230368,0,NA,NA
HEIMSTADEN,2020,Property Services,SWE,Sweden,POL,Poland,NA,0,95365.2266368852,0,0,0,0,0,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,IRQ,Iraq,293550599.7135644,NA,NA,658,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,OMN,Oman,14455815.03121178,NA,1596347.672158356,43,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,YEM,Yemen,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,ARE,United Arab Emirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,TUN,Tunisia,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,SOM,Somalia,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,NOR,Norway,NA,NA,-9400714.069376986,21,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,GBR,United Kingdom,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
DNO,2017,Mining & Extraction,NOR,Norway,other,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
LEONARDO,2018,Transport Manufacturing,ITA,Italy,ITA,Italy,8784000000,256000000,-10000000,29223,1533000000,35000000,8064000000,720000000,NA,NA
LEONARDO,2018,Transport Manufacturing,ITA,Italy,GBR,United Kingdom,2442000000,298000000,32000000,6960,186000000,44000000,2196000000,246000000,NA,NA
LEONARDO,2018,Transport Manufacturing,ITA,Italy,USA,United States of America,2693000000,-7000000,1000000,6524,203000000,5000000,2452000000,241000000,NA,NA
LEONARDO,2018,Transport Manufacturing,ITA,Italy,POL,Poland,265000000,38000000,4000000,2622,37000000,8000000,70000000,195000000,NA,NA
LEONARDO,2018,Transport Manufacturing,ITA,Italy,other,NA,666000000,147000000,3000000,1160,65000000,9000000,461000000,205000000,NA,NA
SGR,2019,Utilities,ITA,Italy,ITA,Italy,NA,35153290,7680270,392,109495296,9625692,423875765,300026,NA,NA
SGR,2019,Utilities,ITA,Italy,BGR,Bulgaria,NA,1173528,366131,77,52357201,357216,30771665,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,ALB,Albania,NA,15000,0,NA,0,NA,NA,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,ARG,Argentina,NA,25720485,3288992,1864,15448523,3025306,267092448,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,ARM,Armenia,NA,61000,NA,NA,NA,NA,NA,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,BRA,Brazil,NA,167115654,44826989,6125,34214921,60384823,1057494142,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,CAN,Canada,NA,67073,16818,7,8510,-585,857458,406260,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,CHL,Chile,NA,488169053,58661399,1660,32715827,78185694,1170393330,147422,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,HRV,Croatia,NA,458624,54287,51,533557,84473,1103991,1677637,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,FRA,France,NA,773573655,153940434,2795,228528467,176007390,2266813851,22838525,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,GEO,Georgia,NA,-48000,NA,NA,NA,NA,NA,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,DEU,Germany,NA,1000,NA,1,NA,NA,NA,19000,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,IND,India,NA,9999542,145963,56,956608,956807,32393329,1315672,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,IRL,Ireland,NA,958644,324295,85,NA,119856,14622992,76529,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,ITA,Italy,NA,1791920198,28285126,12819,835230799,108927438,7030200876,26903000,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,LUX,Luxembourg,NA,-166904,NA,NA,NA,-5000,NA,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,MEX,Mexico,NA,106860646,9292700,1458,7018495,12455324,514540062,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,MDA,Moldova,NA,-3000,NA,NA,NA,NA,NA,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,NLD,Netherlands,NA,608000,23870,1,NA,127000,5163000,77825000,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,POL,Poland,NA,29445304,9154000,277,10708379,8051001,86158860,3773000,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,PRI,Puerto Rico,NA,36770020,NA,84,31832139,4186683,164531151,41083,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,PRT,Portugal,NA,9000,-8000,28,226000,5000,2352000,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,QAT,Qatar,NA,416739,214000,5,860,64749,7610631,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,GBR,United Kingdom,NA,4077034,1060972,311,2078565,923086,43776491,1483296,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,ROU,Romania,NA,136000,NA,NA,NA,NA,NA,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,ESP,Spain,NA,-1143090813,-107086634,1305,81748810,98766473,1213169063,43012155,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,CHE,Switzerland,NA,-239000,NA,7,NA,NA,79000,823000,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,TUN,Tunisia,NA,-2000,NA,NA,NA,NA,NA,NA,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,HUN,Hungary,NA,10411,32722,11,206705,35193,419909,441429,NA,NA
ATLANTIA,2021,"Transport, Freight & Storage",ITA,Italy,USA,United States of America,NA,-22725976,2447,201,1538373,6394,96987141,4424370,NA,NA
"NATIONAL GRID",2021,Utilities,GBR,United Kingdom,GBR,United Kingdom,6498277077.030592,1997859702.637537,NA,NA,24183638169.994305,247697390.3735712,6375009831.116983,123267245.91360822,NA,NA
"NATIONAL GRID",2021,Utilities,GBR,United Kingdom,USA,United States of America,10861472422.95378,396548404.3069849,NA,NA,30522598146.17429,3488695.6390643837,10811467785.460524,50004637.49325617,NA,NA
"NATIONAL GRID",2021,Utilities,GBR,United Kingdom,IMN,Isle of Man,17443478.195321918,26746666.566160273,NA,NA,NA,NA,NA,17443478.195321918,NA,NA
"NATIONAL GRID",2021,Utilities,GBR,United Kingdom,LUX,Luxembourg,NA,1938551876.7734425,NA,NA,NA,NA,NA,NA,NA,NA
"NATIONAL GRID",2021,Utilities,GBR,United Kingdom,NLD,Netherlands,60470724.41044931,1162898.5463547944,NA,NA,NA,NA,NA,60470724.41044931,NA,NA
HYDRO,2019,Metals & Metal Products,NOR,Norway,ARG,Argentina,19801328.11329863,1523179.085638356,710816.9066312327,103,NA,203090.5447517808,NA,NA,NA,4061810.895035616
HYDRO,2019,Metals & Metal Products,NOR,Norway,AUS,Australia,128353224.28312546,-5381899.435922191,NA,6,NA,NA,NA,NA,NA,-173337779.94564492
HYDRO,2019,Metals & Metal Products,NOR,Norway,AUT,Austria,233858762.2816756,23456957.91883068,5483444.7082980815,453,NA,3858720.350283835,NA,NA,NA,68238423.03659834
HYDRO,2019,Metals & Metal Products,NOR,Norway,BHR,Bahrain,26604861.36248328,19192056.479043286,NA,63,NA,NA,NA,NA,NA,18785875.38953972
HYDRO,2019,Metals & Metal Products,NOR,Norway,BEL,Belgium,339872026.64210516,-6600442.704432876,609271.6342553424,842,NA,-3452539.2607802735,NA,NA,NA,50061819.28131396
HYDRO,2019,Metals & Metal Products,NOR,Norway,BRA,Brazil,2499739970.077294,-90172201.86979067,37267114.96195178,6103,NA,-25995589.72822794,NA,NA,NA,613333445.150378
HYDRO,2019,Metals & Metal Products,NOR,Norway,CAN,Canada,451368735.7108328,18785875.38953972,2640177.0817731502,548,NA,4874173.074042739,NA,NA,NA,226750593.2153633
HYDRO,2019,Metals & Metal Products,NOR,Norway,HKG,Hong Kong,226750593.2153633,6092716.342553424,1929360.1751419175,678,NA,2233995.9922695886,NA,NA,NA,12997794.86411397
HYDRO,2019,Metals & Metal Products,NOR,Norway,HRV,Croatia,507726.361879452,NA,NA,11,NA,NA,NA,NA,NA,NA
HYDRO,2019,Metals & Metal Products,NOR,Norway,CZE,Czechia,710816.9066312327,NA,NA,8,NA,NA,NA,NA,NA,101545.2723758904
HYDRO,2019,Metals & Metal Products,NOR,Norway,DNK,Denmark,263002255.45355612,9139074.513830137,3858720.350283835,704,NA,2030905.447517808,NA,NA,NA,223704235.04408655
HYDRO,2019,Metals & Metal Products,NOR,Norway,EST,Estonia,8935983.969078355,406181.0895035615,NA,13,NA,101545.2723758904,NA,NA,NA,1320088.5408865751
HYDRO,2019,Metals & Metal Products,NOR,Norway,FIN,Finland,15536426.67351123,203090.5447517808,101545.2723758904,10,NA,101545.2723758904,NA,NA,NA,2132450.719893698
HYDRO,2019,Metals & Metal Products,NOR,Norway,FRA,France,644203207.9526486,-25183227.54922082,2233995.9922695886,1896,NA,4061810.895035616,NA,NA,NA,3554084.533156164
HYDRO,2019,Metals & Metal Products,NOR,Norway,DEU,Germany,2794932076.874007,-111598254.34110354,7311259.611064108,4962,NA,6295806.887305205,NA,NA,NA,838357768.7353511
HYDRO,2019,Metals & Metal Products,NOR,Norway,GRC,Greece,NA,-203090.5447517808,NA,NA,NA,NA,NA,NA,NA,-3554084.533156164
HYDRO,2019,Metals & Metal Products,NOR,Norway,HUN,Hungary,313876436.9138772,8529802.879574792,4163356.167411506,1617,NA,4163356.167411506,NA,NA,NA,9240619.786206026
HYDRO,2019,Metals & Metal Products,NOR,Norway,IND,India,47726278.01666848,-2843267.626524931,101545.2723758904,485,NA,-101545.2723758904,NA,NA,NA,-46304644.20340602
HYDRO,2019,Metals & Metal Products,NOR,Norway,ITA,Italy,266048613.62483284,710816.9066312327,203090.5447517808,648,NA,2538631.8093972597,NA,NA,NA,140234021.15110463
HYDRO,2019,Metals & Metal Products,NOR,Norway,JPN,Japan,19496692.296170957,913907.4513830136,203090.5447517808,6,NA,304635.8171276712,NA,NA,NA,6194261.614929314
HYDRO,2019,Metals & Metal Products,NOR,Norway,LTU,Lithuania,22949231.55695123,1320088.5408865751,101545.2723758904,182,NA,304635.8171276712,NA,NA,NA,4975718.346418629
HYDRO,2019,Metals & Metal Products,NOR,Norway,LUX,Luxembourg,127540862.10411832,9748346.14808548,3858720.350283835,50,NA,2843267.626524931,NA,NA,NA,23558503.19120657
